11180,T
8548,T
6744,T
14712,T
11504,T
7428,T
9284,T
7504,T
13960,T
12984,T
10816,T
12492,T
12844,T
13448,T
8992,T
9236,T
10920,T
13336,T
11264,T
18016,T
13760,T
10272,T
4600,T
15212,T
7320,T
15844,T
6368,T
11992,T
11392,T
6996,T
14856,T
6936,T
12248,T
14440,T
13016,T
12440,T
10060,T
12976,T
12056,T
9816,T
10460,T
5492,T
5616,T
5028,T
13168,T
15584,T
12576,T
13020,T
12716,T
10552,T
6892,T
11912,T
6588,T
9184,T
6320,T
11180,T
10172,T
7476,T
7440,T
11408,T
6040,T
14128,T
7256,T
8740,T
14856,T
11836,T
10340,T
7408,T
10056,T
6584,T
7000,T
11768,T
9696,T
14020,T
6372,T
10872,T
11796,T
12336,T
10144,T
7412,T
7620,T
6140,T
8048,T
6468,T
3456,T
8544,T
9576,T
8660,T
10160,T
6972,T
10592,T
12476,T
12416,T
5916,T
15204,T
18236,T
14608,T
12880,T
11044,T
8460,T
8868,T
8924,T
11904,T
11076,T
6232,T
13264,T
14724,T
10900,T
11612,T
16504,T
13352,T
7980,T
9072,T
10452,T
14780,T
14124,T
8320,T
12128,T
11308,T
7372,T
16292,T
12240,T
14704,T
10072,T
10204,T
12004,T
8608,T
12548,T
11836,T
11972,T
7232,T
14420,T
6992,T
12916,T
5684,T
8352,T
9644,T
6796,T
10584,T
8236,T
11428,T
13400,T
10648,T
8540,T
11948,T
6984,T
8680,T
9308,T
11752,T
10608,T
7140,T
8736,T
7636,T
10948,T
12104,T
13440,T
12208,T
8036,T
9048,T
6604,T
8944,T
6664,T
13112,T
11048,T
9268,T
11588,T
14264,T
8684,T
11684,T
12892,T
11968,T
12040,T
9668,T
7728,T
8824,T
9156,T
10092,T
9536,T
13348,T
9152,T
9280,T
11400,T
13352,T
8164,T
10008,T
11176,T
10396,T
8776,T
8268,T
11192,T
8852,T
9104,T
7704,T
6540,T
12324,T
9904,T
8132,T
10764,T
11724,T
12288,T
4472,F
7380,F
5776,F
7524,F
7432,F
4748,F
10040,F
10208,F
9276,F
10464,F
5152,F
6480,F
5584,F
8400,F
8160,F
6816,F
6716,F
8788,F
3508,F
7908,F
7144,F
6824,F
4692,F
4968,F
3768,F
4724,F
9568,F
6272,F
8284,F
3732,F
4448,F
6092,F
7196,F
5892,F
4372,F
6304,F
6140,F
4240,F
5776,F
5604,F
3560,F
9616,F
4048,F
4544,F
5920,F
7344,F
4952,F
7616,F
4156,F
6988,F
5712,F
4560,F
5704,F
6040,F
9112,F
7508,F
3984,F
5904,F
5448,F
5204,F
6872,F
5100,F
6180,F
6660,F
5272,F
3144,F
5492,F
5548,F
7440,F
6304,F
4816,F
9524,F
6744,F
3972,F
6532,F
8220,F
7776,F
5468,F
9076,F
5064,F
7740,F
5024,F
4900,F
6372,F
7156,F
6444,F
9296,F
3644,F
6400,F
6460,F
3928,F
8032,F
7672,F
4912,F
5724,F
7060,F
9320,F
9720,F
8424,F
5552,F
5908,F
5204,F
5932,F
6776,F
4964,F
4512,F
7292,F
5140,F
8728,F
4260,F
6488,F
6180,F
6824,F
6552,F
8152,F
7144,F
7260,F
4644,F
6064,F
11416,F
5948,F
5232,F
5596,F
7008,F
5936,F
8032,F
7148,F
3104,F
5740,F
5432,F
8140,F
6964,F
5044,F
7956,F
6136,F
10056,F
11352,F
6048,F
5376,F
5552,F
4844,F
9040,F
5884,F
7752,F
7540,F
7116,F
5304,F
3804,F
8348,F
6900,F
7184,F
5184,F
8576,F
4256,F
5836,F
3764,F
3784,F
4808,F
4096,F
3244,F
6828,F
5352,F
7376,F
8440,F
9008,F
10088,F
4092,F
8272,F
6760,F
6892,F
5060,F
5304,F
7212,F
7492,F
8512,F
5876,F
4864,F
7312,F
6544,F
4164,F
5052,F
10320,F
5404,F
7244,F
6644,F
4060,F
5588,F
6760,F
4712,F
4868,F
5300,F
4852,F
8060,F
6412,F
6024,F
4416,F
5996,F
4688,F
8508,F
6420,F
